x,y,path,average_brightness,brightness_contrast,blurriness
0.3068835,0.55656856,./static/semImages/42543-04procu.jpg,32.15865117891817,146.625,0.5133294812532101
0.46915162,0.44222718,./static/semImages/08840-venus_ad.jpg,103.68130953355714,204.0,0.5447472380314697
0.14304474,0.2531803,./static/semImages/36600-virgin_c.jpg,69.66183859562062,204.0,0.348673031700204
0.027546158,0.44152847,./static/semImages/05912-panigar3.jpg,41.954782774390246,172.125,0.4320864406779661
0.4826367,0.9113897,./static/semImages/03981-bello209.jpg,49.94573154540627,121.125,0.5539224137931035
0.2700008,0.17390089,./static/semImages/14259-6corona.jpg,84.25211491442543,184.875,0.6116395084205735
0.30193537,0.52063483,./static/semImages/40109-guardroo.jpg,68.11639990386927,165.75,0.19210094817138376
0.44807258,0.24746948,./static/semImages/42922-5allego2.jpg,98.0961320754717,133.875,0.6762850550230742
0.058944646,0.43861693,./static/semImages/16363-16figure.jpg,52.54894243641232,165.75,0.2525629895724193
0.62836605,0.7428234,./static/semImages/17273-auvers33.jpg,98.6001916282956,210.375,0.2917368708971554
0.43400186,0.44821024,./static/semImages/24587-lotdaugh.jpg,129.82232277526396,229.5,0.2406244120413923
0.6023856,0.9200397,./static/semImages/23407-sh_wreck.jpg,54.11365853658537,191.25,0.31777848463642727
0.6095211,0.79020524,./static/semImages/22806-banksein.jpg,75.78602664661008,178.5,0.31929433611884867
0.21967112,0.64744014,./static/semImages/30376-fourdini.jpg,104.20710794581763,172.125,0.1631959706959707
0.15502717,0.60433817,./static/semImages/14081-port_lad.jpg,85.64384162100693,165.75,0.8640491154844816
0.6669325,0.8110169,./static/semImages/31699-paris081.jpg,50.57107839528892,172.125,0.30026277724204437
0.14968339,0.61973536,./static/semImages/24861-dauphin.jpg,46.7673778664008,121.125,0.29826733544526574
0.124714985,0.22637579,./static/semImages/15176-virgin_c.jpg,64.40512323943662,146.625,0.7570483352974514
0.5814764,0.96980786,./static/semImages/29902-storm.jpg,76.97122943722944,153.0,0.20232247796278158
0.4941453,0.036675956,./static/semImages/14386-grimani.jpg,89.62683972468044,197.625,0.23365794819705435
0.53895855,0.8841924,./static/semImages/09829-boating.jpg,74.21439215686274,159.375,0.5739676063303659
0.38201538,0.7537055,./static/semImages/28457-harvest.jpg,51.991688050314465,127.5,0.22698973582365808
0.20611219,0.206114,./static/semImages/06178-02left1.jpg,46.850029761904764,159.375,0.3283470919324578
0.31283927,0.62187976,./static/semImages/09199-ladyseat.jpg,126.49689962372125,210.375,0.34687836473755046
0.20135622,0.7205283,./static/semImages/03503-giacinta.jpg,133.46797013720743,216.75,0.4694671741198858
0.36074394,0.3401648,./static/semImages/03395-jerome.jpg,135.2412012012012,229.5,0.4306011842563567
0.2167676,0.67320013,./static/semImages/13812-cleopatr.jpg,114.95076042820229,235.875,0.41837478588557725
0.13638014,0.2675147,./static/semImages/10514-m_taper.jpg,109.65992727272727,191.25,0.6946494925839188
0.50683624,0.8207269,./static/semImages/35737-waterfak.jpg,135.79907552083333,223.125,0.7661314997240845
0.30493796,0.381083,./static/semImages/08616-marriage.jpg,89.42248536608771,223.125,0.4341219649915302
0.6382804,0.15255728,./static/semImages/02788-stillif2.jpg,93.98327245053272,216.75,0.5685759829968119
0.11873964,0.74531734,./static/semImages/32624-port_boy.jpg,83.54892326828889,172.125,0.8329567359177554
0.1547094,0.64836794,./static/semImages/17454-margarit.jpg,111.2747731629393,191.25,0.4471238866396761
0.14687434,0.5635626,./static/semImages/25165-marymag2.jpg,44.5116063933668,121.125,0.20474725288400514
0.43870798,0.55607456,./static/semImages/05179-cornar05.jpg,83.39219135802469,223.125,0.7628986710963455
0.41514644,0.7167017,./static/semImages/06360-01prover.jpg,44.257490283339294,127.5,0.5174999270520265
0.11479948,0.33707538,./static/semImages/09099-virgin2.jpg,58.51610486891386,191.25,0.4835986946202532
0.18449385,0.42610464,./static/semImages/09856-courb117.jpg,23.295531772575252,133.875,0.3974749687512081
0.4964708,0.68132925,./static/semImages/39982-1misc05.jpg,56.73949361449361,165.75,0.30488813174332763
0.293031,0.33785063,./static/semImages/03869-153pieta.jpg,87.99998193315267,223.125,0.5907878359264498
0.5495881,0.057637442,./static/semImages/39298-00view2.jpg,56.39002192982456,216.75,0.5572015392015393
0.21707812,0.079331435,./static/semImages/40763-07icon.jpg,35.0125145482389,133.875,0.4713918118567075
0.6239368,0.30868092,./static/semImages/09303-vanitas9.jpg,50.687688098495215,165.75,0.506232044198895
0.099227205,0.466608,./static/semImages/05598-11judith.jpg,11.156618819776714,76.5,0.11719359427339054
0.2369501,0.14887653,./static/semImages/00906-5armadio.jpg,61.29245920745921,229.5,0.4805974988420565
0.036056805,0.55201644,./static/semImages/10129-20jerome.jpg,43.70472374013357,140.25,0.7011305501930502
0.062976465,0.76497245,./static/semImages/19118-20scrive.jpg,42.50543758573388,159.375,0.36773115723189614
0.38732907,0.35359713,./static/semImages/22047-01garmen.jpg,48.86615894039735,178.5,0.23961540867296333
0.3025803,0.51612145,./static/semImages/38270-tribute.jpg,43.12184835665474,210.375,0.744899543638395
0.07534485,0.42764613,./static/semImages/15440-1cercin1.jpg,42.27006802721088,172.125,0.5787735341581496
0.26026163,0.36113864,./static/semImages/10920-michael.jpg,32.01356367513084,133.875,0.3404413903015953
0.4985294,0.68114907,./static/semImages/34041-2renoi22.jpg,24.428326530612246,121.125,0.6281774193548387
0.41186628,0.43399647,./static/semImages/03081-achilles.jpg,30.396990695871292,114.75,0.6181512778235779
0.0665977,0.25421616,./static/semImages/10579-feathers.jpg,32.28397232397232,172.125,0.5612660944206008
0.64292604,0.26501387,./static/semImages/03382-kitchen.jpg,64.7973274349225,191.25,0.46852476669059584
0.4871656,0.101786286,./static/semImages/38848-4view.jpg,52.48734165067179,165.75,0.3943271954674221
0.36277848,0.1505058,./static/semImages/37542-scene12.jpg,81.18846239749848,172.125,0.5491268514094602
0.17091109,0.72176707,./static/semImages/33480-13mythol.jpg,67.57493455497382,165.75,0.6074957997311828
0.037858315,0.4545252,./static/semImages/40423-3pinnac3.jpg,79.64813594606467,165.75,0.15020278833967046
0.16113952,0.84646326,./static/semImages/18487-selfport.jpg,95.34429985165156,216.75,0.561113549765135
0.19794464,0.46452156,./static/semImages/35008-carrying.jpg,65.15967550455085,204.0,0.45142707220629297
0.2222004,0.39570788,./static/semImages/07644-vision.jpg,65.65294300518134,159.375,0.5858320783693918
0.67799,0.14357898,./static/semImages/17034-flower07.jpg,89.13638123686249,178.5,0.19372350877192981
0.2560117,0.28518328,./static/semImages/22483-08foursa.jpg,64.65698781838317,172.125,0.6372532334921716
0.0622864,0.77431434,./static/semImages/43535-portmoen.jpg,79.29486476608187,178.5,0.6069309838472834
0.39594457,0.8426474,./static/semImages/31838-romanrui.jpg,79.71481481481482,204.0,0.8444729392173189
0.27964556,0.12816711,./static/semImages/24280-scenes1.jpg,62.78429463171036,191.25,0.5693116052391106
0.6427056,0.3094922,./static/semImages/08969-stillmus.jpg,83.55325446202583,172.125,0.49883150039277296
0.31949303,0.65269005,./static/semImages/26358-visit.jpg,75.42565359477125,172.125,0.5978989738145789
0.52779615,0.9025367,./static/semImages/17929-village.jpg,61.40722592592593,172.125,0.5430565210820614
